id;type;release_year;runtime;imdb_score;imdb_votes;tmdb_popularity;tmdb_score;countries;production_countries.1;production_countries.2;production_countries.3;production_countries.4;production_countries.5;production_countries.6;production_countries.7
ts222838;SHOW;2019;0;;;3,873;7,2;US;US;;;;;;
ts342732;SHOW;2022;52;;;6,666;8,1;US;US;;;;;;
ts328625;SHOW;2022;29;;;359,74;6,5;US;US;;;;;;
tm1196288;MOVIE;2022;97;;;48,759;6,1;US;US;;;;;;
ts327074;SHOW;2022;0;;;5,984;7;US;US;;;;;;
ts346034;SHOW;2022;57;;;25,964;;US;US;;;;;;
tm1201670;MOVIE;2022;30;;;20,664;;US;US;;;;;;
tm1191860;MOVIE;2022;48;;;5,85;5;US;US;;;;;;
ts287532;SHOW;2021;47;;;1,614;;US;US;;;;;;
tm1187638;MOVIE;2022;60;;;5,518;6,6;US;US;;;;;;
ts321614;SHOW;2021;7;;;4,343;7;US;US;;;;;;
tm922706;MOVIE;2021;114;;;65,826;7,3;US;US;;;;;;
tm1020326;MOVIE;2021;114;;;23,683;5;US;US;;;;;;
ts346007;SHOW;2022;0;;;24,798;6;US;US;;;;;;
ts315144;SHOW;2022;0;;;5,349;8,3;US;US;;;;;;
tm1074621;MOVIE;2021;38;;;;;US;US;;;;;;
ts297031;SHOW;2021;24;;;8,626;8,3;US;US;;;;;;
tm1142517;MOVIE;2021;59;;;6,254;5,5;US;US;;;;;;
tm1018418;MOVIE;2021;32;;;10,613;7,4;US;US;;;;;;
tm1031448;MOVIE;2021;60;;;69,129;7,2;US;US;;;;;;
tm1063034;MOVIE;2021;129;;;4,305;7;US;US;;;;;;
tm1075596;MOVIE;2021;58;;;22,317;5,7;US;US;;;;;;
tm1111717;MOVIE;2021;47;;;143,79;6,9;US;US;;;;;;
ts346656;SHOW;2022;32;;;2,468;;US;US;;;;;;
tm1074622;MOVIE;2021;34;;;1,4;;US;US;;;;;;
ts301964;SHOW;2021;25;;;1,586;2;US;US;;;;;;
tm1164320;MOVIE;2022;17;;;3,181;7;US;US;;;;;;
ts296581;SHOW;2021;40;;;1,017;;US;US;;;;;;
tm1039571;MOVIE;2021;32;;;1,887;7,7;US;US;;;;;;
tm990740;MOVIE;2021;33;;;3,867;6,7;US;US;;;;;;
tm1042277;MOVIE;2021;61;;;4,951;8,7;US;US;;;;;;
ts345779;SHOW;2022;22;;;5,321;10;US;US;;;;;;
tm1094060;MOVIE;2021;23;;;3,688;7,7;US;US;;;;;;
tm1074617;MOVIE;2021;35;;;;;US;US;;;;;;
tm1035612;MOVIE;2021;37;;;1,06;10;US;US;;;;;;
tm144046;MOVIE;2014;86;6,3;;20,423;5,9;US;US;;;;;;
tm826563;MOVIE;2019;93;5,3;;18,575;6,5;US;US;;;;;;
tm984018;MOVIE;2020;8;6,9;;4,434;7;US;US;;;;;;
tm1039147;MOVIE;2021;39;5,3;;6,782;7;US;US;;;;;;
tm1096769;MOVIE;2021;40;7,1;;16,605;6,7;US;US;;;;;;
tm1159301;MOVIE;2022;13;6,5;;71,392;6,4;US;US;;;;;;
tm1119455;MOVIE;2021;34;6,3;;22,093;7,1;US;US;;;;;;
tm84618;MOVIE;1976;113;8,3;795222;27,612;8,2;US;US;;;;;;
tm190788;MOVIE;1973;133;8,1;391942;95,337;7,7;US;US;;;;;;
tm14873;MOVIE;1971;102;7,7;153463;14,745;7,5;US;US;;;;;;
tm185072;MOVIE;1964;170;7,8;94121;15,949;7,6;US;US;;;;;;
tm98978;MOVIE;1980;104;5,8;69053;44,038;6,2;US;US;;;;;;
tm119281;MOVIE;1967;110;7,7;111189;15,309;7,5;US;US;;;;;;
tm67378;MOVIE;1966;117;7,3;16168;12,155;7,1;US;US;;;;;;
tm69997;MOVIE;1979;78;8,1;5141;4,681;7,5;US;US;;;;;;
tm96649;MOVIE;1980;99;6,9;11329;8,808;6,6;US;US;;;;;;
tm16479;MOVIE;1954;115;7,5;42373;9,71;7,2;US;US;;;;;;
tm14491;MOVIE;1968;68;7,2;1117;2,419;6,5;US;US;;;;;;
tm156453;MOVIE;1972;97;6,2;411;2,466;6,1;US;US;;;;;;
tm119776;MOVIE;1986;110;6,9;329656;112,137;7;US;US;;;;;;
ts20681;SHOW;1989;24;8,9;302700;128,743;8,3;US;US;;;;;;
tm111075;MOVIE;1986;89;8,1;392790;16,096;7,9;US;US;;;;;;
tm138875;MOVIE;1989;96;7,7;212913;16,005;7,4;US;US;;;;;;
tm54450;MOVIE;1983;90;6,7;80945;19,311;6,8;US;US;;;;;;
tm2386;MOVIE;1984;91;7,4;230543;53,853;7,3;US;US;;;;;;
ts22082;SHOW;1982;51;6,9;33760;44,378;7,5;US;US;;;;;;
tm145608;MOVIE;1990;120;7,8;137549;13,761;7,8;US;US;;;;;;
tm41289;MOVIE;1982;127;6,6;44866;15,857;6,5;US;US;;;;;;
tm132694;MOVIE;1989;103;6,5;102212;32,854;6,6;US;US;;;;;;
ts20678;SHOW;1989;23;7,1;34854;16,945;8;US;US;;;;;;
tm117580;MOVIE;1986;84;6,7;14277;6,212;6,7;US;US;;;;;;
tm20712;MOVIE;1987;93;7,6;19646;9,727;7,3;US;US;;;;;;
tm130586;MOVIE;1981;116;4,9;8374;19,518;5,6;US;US;;;;;;
ts25028;SHOW;1983;26;6,7;3126;1440,855;6,7;US;US;;;;;;
ts23753;SHOW;1989;24;6,4;2866;7,506;6,3;US;US;;;;;;
tm21953;MOVIE;1987;50;7,2;651;1,791;7,2;US;US;;;;;;
tm152839;MOVIE;1990;30;6;353;1,46;6,3;US;US;;;;;;
tm114356;MOVIE;1988;100;6;901;1,631;6,1;US;US;;;;;;
tm147829;MOVIE;1990;100;6;448;2,596;5,3;US;US;;;;;;
tm38736;MOVIE;1988;100;6,7;494;1,291;6,9;US;US;;;;;;
tm258072;MOVIE;1986;100;7;209;2,203;7;US;US;;;;;;
tm137013;MOVIE;1989;102;7,2;857;1,714;6,4;US;US;;;;;;
tm157853;MOVIE;1990;94;5,6;200;2,768;4,9;US;US;;;;;;
tm55091;MOVIE;1988;100;7,1;144;2,673;8;US;US;;;;;;
tm24110;MOVIE;1987;100;6,3;357;2,564;6,8;US;US;;;;;;
tm51083;MOVIE;1988;120;5,8;380;1,509;5,8;US;US;;;;;;
ts63001;SHOW;1988;50;3,8;6;0,6;;US;US;;;;;;
ts20981;SHOW;2000;48;7,4;24368;73,107;7,3;US;US;;;;;;
tm122434;MOVIE;1994;142;8,8;1994599;57,114;8,5;US;US;;;;;;
tm106462;MOVIE;1996;92;7;217534;16,583;6,6;US;US;;;;;;
tm57554;MOVIE;1998;169;8,6;1346020;54,874;8,2;US;US;;;;;;
ts20927;SHOW;1993;47;8,1;61145;61,159;7,9;US;US;;;;;;
ts5145;SHOW;1998;40;7,8;3274;15,699;7,6;US;US;;;;;;
tm192405;MOVIE;1997;106;7,8;298168;18,355;7,6;US;US;;;;;;
ts21567;SHOW;2000;46;8,2;119054;51,125;7,8;US;US;;;;;;
tm55553;MOVIE;1998;120;7,1;267181;47,411;6,7;US;US;;;;;;
tm56574;MOVIE;1998;119;6,7;209258;15,015;6,6;US;US;;;;;;
tm192037;MOVIE;1997;129;7,3;288960;22,126;7;US;US;;;;;;
tm191989;MOVIE;1997;127;7,7;300073;14,769;7,5;US;US;;;;;;
ts20960;SHOW;1993;22;6,5;21949;21,083;6,7;US;US;;;;;;
tm65686;MOVIE;1998;126;6,5;103263;28,657;6,5;US;US;;;;;;
ts11397;SHOW;1993;22;6,2;3808;23,374;6,2;US;US;;;;;;
tm54903;MOVIE;1998;108;6,6;118811;22,205;6,3;US;US;;;;;;
tm187187;MOVIE;1993;130;6,4;149290;18,865;6,4;US;US;;;;;;
tm191772;MOVIE;1997;136;7,1;141308;14,442;7,2;US;US;;;;;;
tm121879;MOVIE;1992;123;7,2;59086;16,558;7,1;US;US;;;;;;
tm53419;MOVIE;1999;162;6,9;118479;13,825;6,8;US;US;;;;;;
tm189764;MOVIE;1993;97;7,5;57399;15,347;7,5;US;US;;;;;;
tm9323;MOVIE;1995;104;7,1;183638;19,718;6,9;US;US;;;;;;
tm46173;MOVIE;1998;136;6,8;181306;25,426;6,5;US;US;;;;;;
tm24877;MOVIE;2000;93;6,5;167670;16,989;6,2;US;US;;;;;;
tm187791;MOVIE;1993;128;7,2;101939;15,02;7;US;US;;;;;;
tm19494;MOVIE;2000;118;6,6;64087;13,465;6,6;US;US;;;;;;
tm113576;MOVIE;1994;115;7,3;57621;17,027;7,3;US;US;;;;;;
tm6859;MOVIE;1991;103;6,9;79800;21,381;7,4;US;US;;;;;;
tm191374;MOVIE;1997;101;5,7;142696;18,102;5,9;US;US;;;;;;
ts8570;SHOW;1992;28;3,8;9955;46,955;5;US;US;;;;;;
tm48430;MOVIE;1998;133;5,4;191722;38,87;5,6;US;US;;;;;;
tm192199;MOVIE;1997;96;5,2;67761;15,124;5,3;US;US;;;;;;
tm184205;MOVIE;1993;95;5,6;60779;24,079;5,8;US;US;;;;;;
tm12499;MOVIE;1995;114;5,9;66127;11,838;6;US;US;;;;;;
tm192431;MOVIE;1997;107;6,2;64625;11,387;6,1;US;US;;;;;;
tm117488;MOVIE;1994;107;4,5;30138;20,882;5,3;US;US;;;;;;
tm55732;MOVIE;1998;100;4,7;73269;17,756;5,3;US;US;;;;;;
tm17721;MOVIE;2000;110;6,5;25432;11,459;6,1;US;US;;;;;;
ts20939;SHOW;1996;21;5,7;3713;7,483;7,3;US;US;;;;;;
ts21693;SHOW;1994;22;6,2;12535;12,029;7,6;US;US;;;;;;
tm190811;MOVIE;1993;115;6,5;11506;10,551;6,3;US;US;;;;;;
tm107659;MOVIE;1996;126;6,6;19829;8,391;6,7;US;US;;;;;;
ts21581;SHOW;2000;21;7,2;4482;17,929;7,6;US;US;;;;;;
tm7073;MOVIE;1991;91;4,5;3178;8,52;5,1;US;US;;;;;;
tm63514;MOVIE;1998;87;7,9;4247;4,869;7,8;US;US;;;;;;
ts20918;SHOW;1999;19;6,8;2346;9,733;8;US;US;;;;;;
tm10811;MOVIE;1995;105;6,8;4921;5,31;6,8;US;US;;;;;;
tm64817;MOVIE;1998;75;7,9;5834;5,834;7,6;US;US;;;;;;
tm7951;MOVIE;1991;30;5,9;195;1,339;7;US;US;;;;;;
tm424630;MOVIE;1991;100;7,2;248;3,255;5,1;US;US;;;;;;
tm7810;MOVIE;1991;100;5,5;341;1,603;6;US;US;;;;;;
tm21911;MOVIE;1991;72;6,6;272;1,37;6;US;US;;;;;;
tm184224;MOVIE;1993;59;7,8;166;2,935;5,5;US;US;;;;;;
tm104933;MOVIE;1996;56;6,7;115;2,328;5,8;US;US;;;;;;
tm64729;MOVIE;1998;55;6,2;65;1,822;5,3;US;US;;;;;;
ts4;SHOW;2008;48;9,5;1727694;337,419;8,8;US;US;;;;;;
ts9;SHOW;2010;46;8,2;945125;773,19;8,1;US;US;;;;;;
ts21469;SHOW;2005;49;7,6;293618;1215,393;8,3;US;US;;;;;;
ts6495;SHOW;2005;44;8,1;189191;401,416;8,3;US;US;;;;;;
ts22337;SHOW;2003;44;7,8;141049;254,207;7,6;US;US;;;;;;
ts8308;SHOW;2009;23;8,5;252564;48,311;8;US;US;;;;;;
ts21465;SHOW;2005;45;8,5;428639;406,666;8,3;US;US;;;;;;
tm33545;MOVIE;2008;111;7,1;280121;18,358;6,5;US;US;;;;;;
tm172683;MOVIE;2005;117;6,5;439027;38,657;6,5;US;US;;;;;;
ts17156;SHOW;2003;28;8,7;297552;54,388;8,1;US;US;;;;;;
ts12724;SHOW;2006;25;8,3;121514;34,689;7,4;US;US;;;;;;
ts3371;SHOW;2005;24;9,3;297336;61,284;8,7;US;US;;;;;;
tm102740;MOVIE;2010;107;6,6;263019;50,29;6,3;US;US;;;;;;
tm87484;MOVIE;2010;98;8,1;719717;71,782;7,8;US;US;;;;;;
ts20604;SHOW;2006;43;8,7;64449;32,434;8;US;US;;;;;;
tm78592;MOVIE;2007;120;7,2;163878;11,418;6,7;US;US;;;;;;
tm116324;MOVIE;2002;88;6,6;92305;30,13;6,3;US;US;;;;;;
ts21247;SHOW;2009;42;7,7;310776;463,661;8,3;US;US;;;;;;
tm78671;MOVIE;2007;88;6,1;41052;9,202;6;US;US;;;;;;
tm89036;MOVIE;2004;88;7;193053;15,067;6,5;US;US;;;;;;
tm86803;MOVIE;2010;121;7,8;681286;33,023;7,3;US;US;;;;;;
tm105329;MOVIE;2002;117;7,7;263212;17,73;7,4;US;US;;;;;;
tm35463;MOVIE;2001;124;7,5;255099;19,789;7,4;US;US;;;;;;
tm84371;MOVIE;2007;124;7,2;329417;42,882;7,1;US;US;;;;;;
tm139658;MOVIE;2003;125;8;435503;21,904;7,8;US;US;;;;;;
tm131038;MOVIE;2009;143;7;297525;111,535;6,7;US;US;;;;;;
ts2230;SHOW;2003;44;5,6;17843;12,812;5,3;US;US;;;;;;
ts17942;SHOW;2003;21;8,8;62140;13,557;8,1;US;US;;;;;;
tm148270;MOVIE;2003;128;6,7;120400;15,068;6,6;US;US;;;;;;
tm93055;MOVIE;2010;102;5,9;247229;95,229;6,3;US;US;;;;;;
tm133374;MOVIE;2009;129;7,6;323939;63,816;7,7;US;US;;;;;;
tm76066;MOVIE;2007;140;8,1;611379;15,658;7,8;US;US;;;;;;
tm90190;MOVIE;2010;110;7,6;333378;16,059;7,3;US;US;;;;;;
ts22018;SHOW;2007;26;6,7;38281;96,149;8;US;US;;;;;;
ts30311;SHOW;2010;25;6,9;24224;76,049;8,2;US;US;;;;;;
tm95252;MOVIE;2010;118;6,8;312538;25,45;6,8;US;US;;;;;;
tm136808;MOVIE;2003;90;7,3;240433;16,442;7,2;US;US;;;;;;
tm109137;MOVIE;2010;93;6,3;200354;89,833;6,3;US;US;;;;;;
tm173551;MOVIE;2005;77;7,3;265023;96,975;7,5;US;US;;;;;;
tm136308;MOVIE;2003;110;7,3;149218;16,951;7,2;US;US;;;;;;
tm82985;MOVIE;2004;95;5,8;47049;13,29;5,5;US;US;;;;;;
tm145593;MOVIE;2003;102;6,3;160449;14,895;6,3;US;US;;;;;;
tm150260;MOVIE;2009;90;6,9;226225;54,58;6,6;US;US;;;;;;
tm119111;MOVIE;2002;117;6,7;214461;50,32;6,5;US;US;;;;;;
tm23935;MOVIE;2006;105;6,8;148043;15,36;6,9;US;US;;;;;;
tm28905;MOVIE;2006;110;6,2;67748;12,377;6;US;US;;;;;;
tm44486;MOVIE;2001;107;6,5;36361;12,634;6,3;US;US;;;;;;
tm39487;MOVIE;2006;111;5,9;26157;9,67;5,9;US;US;;;;;;
tm169949;MOVIE;2005;95;6,7;106755;12,741;6,9;US;US;;;;;;
tm184913;MOVIE;2005;109;6,8;144656;28,154;6,7;US;US;;;;;;
tm118637;MOVIE;2002;116;7;131999;17,663;7,2;US;US;;;;;;
tm58382;MOVIE;2001;89;5,7;104604;27,273;5,8;US;US;;;;;;
tm40009;MOVIE;2008;123;6,8;247039;40,786;6,7;US;US;;;;;;
tm22294;MOVIE;2006;93;5;27797;13,817;5,5;US;US;;;;;;
tm78067;MOVIE;2007;91;6,5;26035;13,823;6,6;US;US;;;;;;
tm148379;MOVIE;2003;81;4;81971;69,974;5,3;US;US;;;;;;
tm57190;MOVIE;2001;87;5,9;91584;21,013;6,1;US;US;;;;;;
tm89592;MOVIE;2004;106;5,8;175210;34,514;5,9;US;US;;;;;;
tm79895;MOVIE;2007;109;6;118815;30,617;6,2;US;US;;;;;;
tm88045;MOVIE;2010;121;5,4;49599;11,864;5,3;US;US;;;;;;
tm111600;MOVIE;2002;84;5,1;58516;11,061;5,5;US;US;;;;;;
tm143938;MOVIE;2009;82;5,1;104166;51,108;5,6;US;US;;;;;;
tm141390;MOVIE;2009;97;5,5;105938;42,83;5,8;US;US;;;;;;
tm74780;MOVIE;2007;97;7,4;242733;19,365;7,2;US;US;;;;;;
ts21544;SHOW;2010;22;7,9;6500;31,514;8;US;US;;;;;;
tm102337;MOVIE;2010;95;5,2;99192;46,304;5,5;US;US;;;;;;
tm47523;MOVIE;2001;95;6,3;35711;14,652;6,5;US;US;;;;;;
tm24088;MOVIE;2006;83;5,1;120188;45,906;5,5;US;US;;;;;;
tm137362;MOVIE;2003;98;6,2;140741;73,702;6,2;US;US;;;;;;
tm177068;MOVIE;2005;90;6,1;143998;15,505;6,2;US;US;;;;;;
tm90864;MOVIE;2010;95;6,5;339626;31,661;6,3;US;US;;;;;;
tm101249;MOVIE;2010;107;5,5;87673;10,863;5,6;US;US;;;;;;
ts687;SHOW;2004;44;7,3;44971;21,12;7,2;US;US;;;;;;
tm89684;MOVIE;2004;87;4,8;23307;10,357;6,2;US;US;;;;;;
ts31514;SHOW;2003;23;7;13;26,42;6,6;US;US;;;;;;
tm183963;MOVIE;2005;106;6,8;13034;10,751;6,9;US;US;;;;;;
tm27268;MOVIE;2006;91;6,6;114942;47,456;6,6;US;US;;;;;;
tm81270;MOVIE;2004;101;6,1;145981;14,252;5,8;US;US;;;;;;
tm137342;MOVIE;2003;121;6,6;121066;33,904;6,8;US;US;;;;;;
ts12815;SHOW;2009;25;6,3;12046;65,327;8,8;US;US;;;;;;
tm26638;MOVIE;2006;91;5,8;72366;63,011;6,1;US;US;;;;;;
tm55303;MOVIE;2001;132;7,6;149082;18,529;7,6;US;US;;;;;;
tm31189;MOVIE;2008;96;6,5;94628;30,838;6,6;US;US;;;;;;
tm165593;MOVIE;2005;97;5,5;57894;13,404;5,6;US;US;;;;;;
tm78767;MOVIE;2007;115;5,9;146625;46,06;6;US;US;;;;;;
tm36644;MOVIE;2006;129;6;83129;15,774;6,1;US;US;;;;;;
tm77649;MOVIE;2007;96;5,9;78119;18,308;6,3;US;US;;;;;;
ts56549;SHOW;2003;22;6,7;2512;3,501;6,5;US;US;;;;;;
tm29555;MOVIE;2006;88;5,8;30186;11,389;5,1;US;US;;;;;;
tm104880;MOVIE;2010;84;8,4;11973;7,387;7,9;US;US;;;;;;
tm101334;MOVIE;2010;92;5,6;49599;11,687;5,8;US;US;;;;;;
tm135451;MOVIE;2009;86;7,6;10210;36,942;7,8;US;US;;;;;;
ts20526;SHOW;2006;22;6,6;4417;7,989;8,4;US;US;;;;;;
tm141707;MOVIE;2009;93;6,7;33051;26,858;7,4;US;US;;;;;;
ts23808;SHOW;2009;55;8,1;1740;3,829;7,9;US;US;;;;;;
tm27168;MOVIE;2008;103;7,4;78039;12,24;7,2;US;US;;;;;;
tm114476;MOVIE;2002;78;5,5;53746;32,09;5,7;US;US;;;;;;
tm130574;MOVIE;2009;103;4,9;40289;8,795;5,4;US;US;;;;;;
ts121176;SHOW;2010;24;6,5;330;6,803;8,5;US;US;;;;;;
ts20535;SHOW;2009;17;5,3;2499;19,716;5,3;US;US;;;;;;
tm22493;MOVIE;2006;46;7,6;1780;2,581;6,3;US;US;;;;;;
tm112381;MOVIE;2002;82;6,9;6948;5,927;6,7;US;US;;;;;;
tm71119;MOVIE;2007;90;3,6;11138;8,685;5;US;US;;;;;;
tm86995;MOVIE;2004;99;5,4;49090;13,399;6,1;US;US;;;;;;
tm30289;MOVIE;2006;76;8;3984;4,891;6,7;US;US;;;;;;
tm38896;MOVIE;2008;89;5,6;7585;9,543;5,6;US;US;;;;;;
tm156001;MOVIE;2009;71;3,9;1683;5,896;5,4;US;US;;;;;;
ts21664;SHOW;2001;20;7;2303;5,453;7,9;US;US;;;;;;
tm165259;MOVIE;2010;76;5,9;865;4,098;5,7;US;US;;;;;;
tm22342;MOVIE;2006;97;5,8;9957;10,736;6,6;US;US;;;;;;
tm41508;MOVIE;2008;96;4,5;10834;10,605;5,7;US;US;;;;;;
tm52352;MOVIE;2008;97;6,3;263;2,163;7,4;US;US;;;;;;
tm170873;MOVIE;2009;107;7;1936;5,485;6,1;US;US;;;;;;
ts74931;SHOW;2008;0;7,2;55;;;US;US;;;;;;
tm22989;MOVIE;2006;72;7,9;3940;4,223;7,1;US;US;;;;;;
ts98252;SHOW;2005;0;6,5;96;3,42;;US;US;;;;;;
ts20358;SHOW;2002;21;7;1827;5,019;8,1;US;US;;;;;;
tm31564;MOVIE;2008;90;5,4;2862;5,456;5,2;US;US;;;;;;
tm99776;MOVIE;2010;48;6,2;907;2;5,9;US;US;;;;;;
tm59880;MOVIE;2008;60;7,6;1789;4,893;7,5;US;US;;;;;;
tm25842;MOVIE;2006;225;8,7;312;2,821;6,5;US;US;;;;;;
tm44634;MOVIE;2001;42;7,4;1083;3,702;7,4;US;US;;;;;;
tm139349;MOVIE;2009;72;7,7;2548;6,123;7;US;US;;;;;;
tm175687;MOVIE;2005;85;7,6;778;1,911;7;US;US;;;;;;
ts98353;SHOW;2009;26;6,2;19;0,651;;US;US;;;;;;
tm38454;MOVIE;2008;85;7,4;3028;4,188;7;US;US;;;;;;
ts137477;SHOW;2001;49;7,2;42;;;US;US;;;;;;
tm147686;MOVIE;2009;72;7,5;4333;7,107;7,3;US;US;;;;;;
tm144835;MOVIE;2009;94;7,4;880;3,644;8,1;US;US;;;;;;
tm241875;MOVIE;2007;73;7;344;0,86;7;US;US;;;;;;
tm456581;MOVIE;2010;95;6,3;79;0,84;6;US;US;;;;;;
tm352243;MOVIE;2008;44;5,9;595;1,543;5,1;US;US;;;;;;
ts13411;SHOW;2005;44;7,1;60;0,84;7;US;US;;;;;;
ts188031;SHOW;2007;15;6,1;47;0,899;10;US;US;;;;;;
tm639940;MOVIE;2010;104;6,3;46;0,6;;US;US;;;;;;
tm252951;MOVIE;2006;91;6,1;147;1,698;7;US;US;;;;;;
tm170758;MOVIE;2011;95;5,4;33734;12,008;5,7;US;US;;;;;;
tm166064;MOVIE;2011;118;7,4;507878;30,363;7,3;US;US;;;;;;
ts20564;SHOW;2011;21;7,7;216209;65,381;7,3;US;US;;;;;;
tm170442;MOVIE;2011;107;7,1;125883;17,311;6,8;US;US;;;;;;
tm41792;MOVIE;2012;165;8,4;1472668;56,588;8,1;US;US;;;;;;
ts21580;SHOW;2012;53;8,3;34362;32,776;7,8;US;US;;;;;;
tm50018;MOVIE;2012;119;7,4;566791;48,347;6,9;US;US;;;;;;
ts20660;SHOW;2011;54;8,6;230243;175,426;8,1;US;US;;;;;;
ts21806;SHOW;2011;21;7,8;37778;19,134;7,1;US;US;;;;;;
ts21599;SHOW;2012;42;7,4;3874;23,186;7,9;US;US;;;;;;
tm166548;MOVIE;2011;140;8,2;463276;74,092;7,8;US;US;;;;;;
ts17598;SHOW;2012;42;7,5;425716;125,061;6,7;US;US;;;;;;
tm72140;MOVIE;2012;131;5,8;246008;44,046;5,8;US;US;;;;;;
tm37153;MOVIE;2012;104;6,2;141289;15,681;6;US;US;;;;;;
tm160433;MOVIE;2011;117;6,4;239367;89,01;6,6;US;US;;;;;;
tm39896;MOVIE;2012;113;6,2;262998;53,366;6;US;US;;;;;;
tm59428;MOVIE;2012;122;7,7;697481;26,254;7,1;US;US;;;;;;
ts20457;SHOW;2012;23;8,4;117464;63,789;8,3;US;US;;;;;;
tm68272;MOVIE;2012;88;6,6;204959;168,423;6,8;US;US;;;;;;
tm160132;MOVIE;2011;112;7;49101;44,641;7,1;US;US;;;;;;
ts27468;SHOW;2012;22;6,4;915;18,838;8,3;US;US;;;;;;
tm172716;MOVIE;2011;92;5,9;114505;63,749;6;US;US;;;;;;
tm278681;MOVIE;2011;79;6,6;156144;41,19;6,4;US;US;;;;;;
tm40319;MOVIE;2012;131;6,4;129199;16,038;6,4;US;US;;;;;;
ts20556;SHOW;2011;41;4,5;28;24,248;6,6;US;US;;;;;;
tm173624;MOVIE;2011;105;5,9;125098;27,533;5,6;US;US;;;;;;
ts9794;SHOW;2012;20;8;12363;26,158;7,1;US;US;;;;;;
ts19779;SHOW;2012;6;7,3;1806;18,766;7,4;US;US;;;;;;
tm175346;MOVIE;2011;96;4,1;23287;39,834;5,3;US;US;;;;;;
tm160371;MOVIE;2011;108;6,2;69241;16,887;6;US;US;;;;;;
tm165995;MOVIE;2011;113;5,6;85658;24,531;5,9;US;US;;;;;;
tm168921;MOVIE;2011;103;5,4;89316;40,268;5,8;US;US;;;;;;
tm178323;MOVIE;2011;91;3,3;83727;43,997;4,3;US;US;;;;;;
tm106278;MOVIE;2011;97;6,4;50431;7,287;6,1;US;US;;;;;;
tm72845;MOVIE;2012;58;8,2;6608;5,184;8,1;US;US;;;;;;
ts27835;SHOW;2012;22;7,5;1462;7,08;9;US;US;;;;;;
tm39313;MOVIE;2012;110;5,7;4308;14,915;6,3;US;US;;;;;;
ts55532;SHOW;2012;16;7,6;16;4,054;5;US;US;;;;;;
tm28171;MOVIE;2012;68;8,2;7370;7,25;7,5;US;US;;;;;;
tm161904;MOVIE;2011;92;7,4;10266;8,112;7,2;US;US;;;;;;
tm56296;MOVIE;2012;86;7,1;3398;4,882;6,8;US;US;;;;;;
tm183039;MOVIE;2012;65;7,4;3511;5,327;6,8;US;US;;;;;;
tm160361;MOVIE;2011;89;6,3;8222;24,928;7,1;US;US;;;;;;
tm34331;MOVIE;2012;101;6,5;1818;3,689;6,7;US;US;;;;;;
tm53034;MOVIE;2012;75;8;1194;3,129;7,9;US;US;;;;;;
tm174190;MOVIE;2011;113;7,7;7051;8,21;7,7;US;US;;;;;;
ts215037;SHOW;2011;62;5,5;300;;;US;US;;;;;;
ts39093;SHOW;2012;22;6,8;2723;12,763;7;US;US;;;;;;
tm52062;MOVIE;2012;85;6,3;918;3,43;6,2;US;US;;;;;;
tm31739;MOVIE;2012;68;6,6;408;2,277;6;US;US;;;;;;
tm49451;MOVIE;2012;50;7;567;1,896;7;US;US;;;;;;
tm40860;MOVIE;2012;65;6,1;1936;11,432;7,6;US;US;;;;;;
ts19165;SHOW;2012;43;6,4;125;0,922;7;US;US;;;;;;
ts58528;SHOW;2011;47;7,4;42;2,189;9,1;US;US;;;;;;
tm37175;MOVIE;2012;80;7;1401;3,463;6,2;US;US;;;;;;
tm181856;MOVIE;2011;90;7,4;2272;3,707;6,3;US;US;;;;;;
tm53829;MOVIE;2012;101;5,4;145;1,72;;US;US;;;;;;
tm65765;MOVIE;2012;115;6;14898;25,607;6;US;US;;;;;;
tm169128;MOVIE;2011;24;5,2;504;2,184;2,7;US;US;;;;;;
tm630933;MOVIE;2011;58;6,6;97;1,095;;US;US;;;;;;
tm164090;MOVIE;2011;90;6,9;230;2,601;6,6;US;US;;;;;;
tm53395;MOVIE;2012;81;2;2625;6,233;5,6;US;US;;;;;;
tm48579;MOVIE;2012;60;5,5;635;2,392;5,6;US;US;;;;;;
tm161632;MOVIE;2011;57;7,2;490;1,546;6,1;US;US;;;;;;
tm51412;MOVIE;2012;60;6,7;330;1,12;7,1;US;US;;;;;;
ts20837;SHOW;2014;60;8,4;152435;238,679;8,2;US;US;;;;;;
ts1639;SHOW;2013;43;8;238138;279,921;7,5;US;US;;;;;;
ts20351;SHOW;2014;64;6,1;1975;31,913;5,6;US;US;;;;;;
ts11188;SHOW;2014;42;7,6;336888;751,315;7,8;US;US;;;;;;
tm151663;MOVIE;2014;118;7,8;523686;54,186;7,7;US;US;;;;;;
ts20292;SHOW;2014;43;7,8;226081;170,642;7,6;US;US;;;;;;
ts16045;SHOW;2014;41;6,5;2450;15,818;5,9;US;US;;;;;;
tm169422;MOVIE;2013;126;8;586679;29,436;7,9;US;US;;;;;;
tm169719;MOVIE;2013;128;7,5;93314;13,936;7,1;US;US;;;;;;
tm171042;MOVIE;2013;94;6,7;120475;36,703;6,8;US;US;;;;;;
ts8146;SHOW;2014;42;7,6;242221;224,641;7,9;US;US;;;;;;
ts21374;SHOW;2014;43;8,1;146712;59,834;7,9;US;US;;;;;;
tm183523;MOVIE;2013;104;5,7;75015;18,58;5,9;US;US;;;;;;
ts20248;SHOW;2013;42;7,5;47751;48,886;8;US;US;;;;;;
